Common Name,Species,Year,Region,Latitude,Longitude,Depth
American lobster,Homarus americanus,1981,Northeast US Spring,41.9679367179349,-68.406140115199,174.887815264181
American lobster,Homarus americanus,1982,Maritimes Summer,43.9469654830035,-65.896237795054,133.005534184275
American lobster,Homarus americanus,1982,Northeast US Fall,41.0181799109853,-69.4835595256394,87.8840153196477
American lobster,Homarus americanus,1982,Northeast US Spring,41.5712997513269,-69.3266330132528,134.89962330377
American lobster,Homarus americanus,1983,Maritimes Summer,44.6753033708498,-64.6953075809881,83.1336239349659
American lobster,Homarus americanus,1983,Northeast US Fall,41.3427775229006,-69.0600948712582,88.2596560341401
American lobster,Homarus americanus,1983,Northeast US Spring,41.6365045102023,-69.1977699601991,116.407433418338
American lobster,Homarus americanus,1984,Maritimes Summer,42.9009876987376,-64.4108212760328,104.871152223034
American lobster,Homarus americanus,1984,Northeast US Fall,41.3491910028359,-69.1531071223887,102.809348699319
American lobster,Homarus americanus,1984,Northeast US Spring,42.0214998993816,-68.4693062630479,174.075663871046
American lobster,Homarus americanus,1985,Maritimes Summer,43.4051456021329,-62.9811004108748,117.449596494661
American lobster,Homarus americanus,1985,Northeast US Fall,41.6602301579456,-69.1375590259851,109.841505326257
American lobster,Homarus americanus,1985,Northeast US Spring,41.8059809376282,-68.9248920879068,156.489184219576
American lobster,Homarus americanus,1986,Maritimes Summer,43.5225722984937,-62.725767314705,133.164491465195
American lobster,Homarus americanus,1986,Northeast US Fall,41.5451681695927,-68.8012338817704,112.70665961909
American lobster,Homarus americanus,1986,Northeast US Spring,41.6838031679168,-69.0823120492587,142.355953079412
American lobster,Homarus americanus,1987,Maritimes Summer,43.2067155540198,-64.8599632853893,148.723568634704
American lobster,Homarus americanus,1987,Northeast US Fall,41.4773354278162,-68.9961956378555,92.2817597787644
American lobster,Homarus americanus,1987,Northeast US Spring,42.1859380307482,-68.90981843253,155.981585729513
American lobster,Homarus americanus,1988,Maritimes Summer,43.4411550084286,-65.1526658054275,121.008631338729
American lobster,Homarus americanus,1988,Northeast US Fall,41.3686375434431,-68.688902861882,83.3068683547748
American lobster,Homarus americanus,1988,Northeast US Spring,40.7871001681867,-70.202634524754,101.624296067857
American lobster,Homarus americanus,1989,Maritimes Summer,43.0599304822885,-65.6586377002319,116.149384997785
American lobster,Homarus americanus,1989,Northeast US Fall,41.3976213794538,-68.7206435189125,89.5542713604569
American lobster,Homarus americanus,1989,Northeast US Spring,41.9348621308033,-69.0702315950064,139.944091072748
American lobster,Homarus americanus,1990,Maritimes Summer,43.2108716410528,-64.1101167167499,150.220894793766
American lobster,Homarus americanus,1990,Northeast US Fall,41.3690284474353,-69.5266860476503,89.3644050576364
American lobster,Homarus americanus,1990,Northeast US Spring,41.7491801436366,-69.4654377778527,129.782137694349
American lobster,Homarus americanus,1991,Maritimes Summer,43.7893830441743,-60.7351652682391,131.918246817673
American lobster,Homarus americanus,1991,Northeast US Fall,41.4375964250051,-69.5006899738834,91.2614004418695
American lobster,Homarus americanus,1991,Northeast US Spring,41.9237468502593,-69.2050933374799,136.820529530324
American lobster,Homarus americanus,1992,Maritimes Summer,43.4052660233756,-64.0048236916396,96.077978968817
American lobster,Homarus americanus,1992,Northeast US Fall,41.2339365270484,-69.3100962303461,82.3127285784351
American lobster,Homarus americanus,1992,Northeast US Spring,41.824500545845,-69.1530444304429,143.281332249691
American lobster,Homarus americanus,1993,Maritimes Summer,43.3776225964943,-64.1068252913418,132.776881264735
American lobster,Homarus americanus,1993,Northeast US Fall,41.5017760285437,-69.0478805316657,108.192947087822
American lobster,Homarus americanus,1993,Northeast US Spring,41.7249044544504,-69.3767547535681,116.926816657768
American lobster,Homarus americanus,1994,Maritimes Summer,42.8398986263399,-65.9908563434907,147.938697665734
American lobster,Homarus americanus,1994,Northeast US Fall,41.7147990435059,-69.0468985914275,94.2940468029626
American lobster,Homarus americanus,1994,Northeast US Spring,42.0907330891016,-69.1259822659067,146.373144582268
American lobster,Homarus americanus,1995,Maritimes Summer,42.9678306783887,-65.6864796091245,131.321792917055
American lobster,Homarus americanus,1995,Northeast US Fall,42.1924857356763,-68.854863155798,91.1157949964323
American lobster,Homarus americanus,1995,Northeast US Spring,42.4216322258878,-68.1358106754737,131.593124444355
American lobster,Homarus americanus,1996,Maritimes Summer,43.8722330975416,-66.2322111486708,143.783897099759
American lobster,Homarus americanus,1996,Northeast US Fall,41.4866570357592,-69.5843802287633,92.2049230687692
American lobster,Homarus americanus,1996,Northeast US Spring,42.2283018759198,-68.9442015445196,135.222652304737
American lobster,Homarus americanus,1997,Maritimes Summer,43.1096509861438,-65.9783379364109,120.039150336518
American lobster,Homarus americanus,1997,Northeast US Fall,41.8174092920049,-69.0248895508536,94.2703605724451
American lobster,Homarus americanus,1997,Northeast US Spring,41.9574947264373,-69.5193930686077,149.008196027159
American lobster,Homarus americanus,1998,Maritimes Summer,43.0953379350452,-65.6551037757658,127.867172508843
American lobster,Homarus americanus,1998,Northeast US Fall,41.8426506352894,-68.8065904531866,98.4761324031053
American lobster,Homarus americanus,1998,Northeast US Spring,42.3479328958439,-69.1607847641508,133.024134611386
American lobster,Homarus americanus,1999,Maritimes Summer,42.8969861209944,-65.7292032220091,126.799585199207
American lobster,Homarus americanus,1999,Northeast US Fall,42.2675833596845,-68.5687849479972,107.08101936609
American lobster,Homarus americanus,1999,Northeast US Spring,41.4440947404571,-70.2364496976236,105.595265025602
American lobster,Homarus americanus,2000,Maritimes Summer,43.370184083071,-64.70388842241,126.72701165702
American lobster,Homarus americanus,2000,Northeast US Fall,41.9108995952699,-69.0926502642516,89.8766322537243
American lobster,Homarus americanus,2000,Northeast US Spring,42.4840355171071,-68.6507924503994,143.114028166024
American lobster,Homarus americanus,2001,Maritimes Summer,43.6141940337836,-66.2259216879794,139.39703520549
American lobster,Homarus americanus,2001,Northeast US Fall,41.9233130612684,-68.3893309421601,99.3955649881916
American lobster,Homarus americanus,2001,Northeast US Spring,42.2926119685695,-68.5241010485503,148.773817177321
American lobster,Homarus americanus,2002,Maritimes Summer,43.5462682445673,-63.0325217677279,120.624294976545
American lobster,Homarus americanus,2002,Northeast US Fall,42.3860376491815,-68.3369497943697,116.939011390755
American lobster,Homarus americanus,2002,Northeast US Spring,42.0044690569968,-69.4945508074861,129.124050292893
American lobster,Homarus americanus,2004,Maritimes Summer,43.5526658461354,-65.1459441147205,136.495897262654
American lobster,Homarus americanus,2004,Northeast US Fall,42.4347309766869,-68.4856093263886,104.424064453945
American lobster,Homarus americanus,2004,Northeast US Spring,42.1570416036833,-68.2236088361707,162.115146960365
American lobster,Homarus americanus,2005,Maritimes Summer,43.1158044041404,-64.7793971474283,128.744789413116
American lobster,Homarus americanus,2005,Northeast US Fall,41.6961448004155,-68.9081315837524,111.845468999703
American lobster,Homarus americanus,2005,Northeast US Spring,42.3154995081228,-68.5848250759863,165.004405217938
American lobster,Homarus americanus,2006,Maritimes Summer,43.1598829436744,-63.9460887415684,124.930585128235
American lobster,Homarus americanus,2006,Northeast US Fall,41.9868992452865,-68.2375782730453,109.343087208358
American lobster,Homarus americanus,2006,Northeast US Spring,42.3688650917567,-68.4515957191208,155.881546851541
American lobster,Homarus americanus,2007,Maritimes Summer,42.9574883512625,-65.4675235846474,127.876692951818
American lobster,Homarus americanus,2007,Northeast US Fall,41.8855795694791,-68.3240634257529,111.166422807564
American lobster,Homarus americanus,2007,Northeast US Spring,42.3783882739335,-68.2388884076805,154.627090644287
American lobster,Homarus americanus,2008,Maritimes Summer,43.3352321015224,-64.8559132843246,150.912231014042
American lobster,Homarus americanus,2008,Northeast US Fall,41.8592737621157,-68.0316906564682,90.3232694842423
American lobster,Homarus americanus,2008,Northeast US Spring,42.2163365716769,-67.9537139818015,152.248792120758
American lobster,Homarus americanus,2009,Maritimes Summer,43.4430486193462,-64.3499604102435,120.583991063259
American lobster,Homarus americanus,2009,Northeast US Fall,42.1389551772423,-68.341240183896,115.551024716829
American lobster,Homarus americanus,2009,Northeast US Spring,42.4547758669715,-68.2114764360084,162.224864128108
American lobster,Homarus americanus,2010,Maritimes Summer,43.3213328999306,-64.7080428236511,123.43940827641
American lobster,Homarus americanus,2010,Northeast US Fall,42.5847289822894,-68.3900023503288,134.850474139617
American lobster,Homarus americanus,2010,Northeast US Spring,42.4896897066606,-68.3946975447933,158.632316439428
American lobster,Homarus americanus,2011,Maritimes Summer,43.6489412813377,-64.363138548229,116.776233786525
American lobster,Homarus americanus,2011,Northeast US Fall,42.3810507801583,-67.9838153453905,112.296352167643
American lobster,Homarus americanus,2011,Northeast US Spring,42.7279482787395,-68.3976775573115,138.797826858599
American lobster,Homarus americanus,2012,Maritimes Summer,43.8605570951626,-64.9945249386847,112.111560041748
American lobster,Homarus americanus,2012,Northeast US Fall,42.2873441152119,-68.7211586037001,118.511865739655
American lobster,Homarus americanus,2012,Northeast US Spring,42.7254730194253,-68.5040263045534,147.811103965275
American lobster,Homarus americanus,2013,Maritimes Summer,43.8913942876537,-64.5714615497738,111.71283386468
American lobster,Homarus americanus,2013,Northeast US Fall,42.8682467735019,-68.3540905932042,124.420815453539
American lobster,Homarus americanus,2013,Northeast US Spring,42.244174141377,-68.5913846585264,129.480815703832
American lobster,Homarus americanus,2014,Maritimes Summer,43.3983481452138,-64.8216334683717,101.75324936393
American lobster,Homarus americanus,2014,Northeast US Fall,43.00891288633,-68.3057464879191,125.28608764884
American lobster,Homarus americanus,2015,Maritimes Summer,43.7010423173522,-64.8592484074829,113.162243796825
American lobster,Homarus americanus,2015,Northeast US Fall,42.7836629418792,-68.1423604072904,119.180085372752
American lobster,Homarus americanus,2015,Northeast US Spring,42.665300991864,-68.6243879920696,143.887183959173
American lobster,Homarus americanus,2016,Maritimes Summer,43.7474281059816,-65.853562493688,123.857876874794
American lobster,Homarus americanus,2016,Northeast US Fall,42.8494727493744,-68.3776068372405,128.285008325786
American lobster,Homarus americanus,2016,Northeast US Spring,42.641959516928,-68.2869681083223,148.02408356797
American lobster,Homarus americanus,2017,Maritimes Summer,43.637313532725,-64.7661193489707,116.552296672449
American lobster,Homarus americanus,2017,Northeast US Spring,42.4675660770905,-67.8021208205751,145.241311553614
American lobster,Homarus americanus,2018,Northeast US Fall,42.2153445870629,-67.6880247437055,98.8474125089489
American lobster,Homarus americanus,2018,Northeast US Spring,42.9274369654711,-68.0510097839834,148.542220004592
American lobster,Homarus americanus,2019,Maritimes Summer,43.3291085127906,-65.4254903011402,119.273535062327
American lobster,Homarus americanus,2019,Northeast US Fall,42.4997698561348,-68.3707402621883,116.707140940292
American lobster,Homarus americanus,2019,Northeast US Spring,42.7846060255472,-68.1103226702089,168.052581856738
American lobster,Homarus americanus,2003,Northeast US Fall,41.94583681531,-68.6095227667283,103.293483985593
American lobster,Homarus americanus,2003,Northeast US Spring,42.3907092771994,-68.1456820622291,171.868272361093
Red hake,Urophycis chuss,1974,Northeast US Fall,41.6071856725594,-68.7756952006507,108.24901048281
Red hake,Urophycis chuss,1974,Northeast US Spring,41.0197825311035,-70.5695307798587,104.619902749099
Red hake,Urophycis chuss,1975,Northeast US Fall,41.2354935594175,-68.4541038359212,103.485954933258
Red hake,Urophycis chuss,1977,Northeast US Fall,41.4063461184791,-69.5026378436791,97.3778557622621
Red hake,Urophycis chuss,1977,Northeast US Spring,40.5646224997644,-71.0983887612257,109.140986510841
Red hake,Urophycis chuss,1978,Northeast US Fall,41.3707058157123,-69.2637159328581,100.278231343797
Red hake,Urophycis chuss,1978,Northeast US Spring,40.1200026374533,-71.6603676577566,104.266187385596
Red hake,Urophycis chuss,1979,Northeast US Fall,41.083742051056,-70.0691632360988,109.899011534919
Red hake,Urophycis chuss,1979,Northeast US Spring,41.2668247506998,-70.1464194102955,118.238213235381
Red hake,Urophycis chuss,1980,Northeast US Fall,41.1358979964272,-70.3003987089837,94.9516599301607
Red hake,Urophycis chuss,1980,Northeast US Spring,41.2404959276753,-70.070139546221,119.494320466535
Red hake,Urophycis chuss,1981,Northeast US Fall,41.4951554573999,-69.5652505997008,102.245776618139
Red hake,Urophycis chuss,1981,Northeast US Spring,41.3052655746461,-69.8802669555226,114.726712517801
Red hake,Urophycis chuss,1982,Northeast US Fall,40.9191516267315,-69.8751120588346,85.4792365464836
Red hake,Urophycis chuss,1982,Northeast US Spring,39.9429373577106,-71.9598877804596,92.6190380040445
Red hake,Urophycis chuss,1983,Northeast US Fall,41.206267406389,-70.0012027274126,92.3624903789331
Red hake,Urophycis chuss,1983,Northeast US Spring,41.2199169933274,-70.098814540812,117.443202335196
Red hake,Urophycis chuss,1984,Northeast US Fall,41.6844273485535,-69.8195034017486,110.056982229472
Red hake,Urophycis chuss,1984,Northeast US Spring,41.4165648632759,-70.1706367944154,129.103213245315
Red hake,Urophycis chuss,1985,Northeast US Fall,41.5446906740723,-69.7056392242839,125.187098479287
Red hake,Urophycis chuss,1985,Northeast US Spring,41.8260024076493,-69.4516352605822,155.431487384163
Red hake,Urophycis chuss,1986,Northeast US Fall,41.8289532091728,-68.9551668161673,123.327738428455
Red hake,Urophycis chuss,1986,Northeast US Spring,41.5530623132773,-68.2648087007547,118.966771208701
Red hake,Urophycis chuss,1987,Northeast US Fall,41.5456168214447,-69.8670474841303,109.176841106012
Red hake,Urophycis chuss,1987,Northeast US Spring,41.5377568916472,-69.6465936670054,132.141387556209
Red hake,Urophycis chuss,1988,Northeast US Fall,41.5546571405629,-69.6616774184813,108.045281253922
Red hake,Urophycis chuss,1988,Northeast US Spring,41.6185289128323,-69.6794391313846,136.323836071022
Red hake,Urophycis chuss,1989,Northeast US Fall,41.5486387014608,-69.0662324076156,105.974163225494
Red hake,Urophycis chuss,1989,Northeast US Spring,42.2569057314611,-68.6105178267346,174.297352076361
Red hake,Urophycis chuss,1990,Northeast US Fall,41.6774146374623,-69.3645765116869,108.821185458961
Red hake,Urophycis chuss,1990,Northeast US Spring,41.186807381266,-69.9061227166174,136.556707823008
Red hake,Urophycis chuss,1991,Northeast US Fall,41.3476172394955,-69.7778685935926,108.146183818641
Red hake,Urophycis chuss,1991,Northeast US Spring,41.6089213462397,-69.2859857689087,147.419679197278
Red hake,Urophycis chuss,1992,Northeast US Fall,41.7125722550241,-68.9632277946683,113.110638875892
Red hake,Urophycis chuss,1992,Northeast US Spring,41.8992429440638,-69.1217798384396,163.136461798759
Red hake,Urophycis chuss,1993,Northeast US Fall,41.5381901719774,-68.7194621935777,105.279552081006
Red hake,Urophycis chuss,1993,Northeast US Spring,42.1690752460214,-69.0777420548069,163.864076341752
Red hake,Urophycis chuss,1994,Northeast US Fall,41.4517290977249,-69.5393285320025,102.053658805884
Red hake,Urophycis chuss,1994,Northeast US Spring,41.513421303435,-69.2981871892725,132.176368262313
Red hake,Urophycis chuss,1995,Northeast US Fall,42.0298967109167,-68.9150311941902,134.566385045466
Red hake,Urophycis chuss,1995,Northeast US Spring,41.9087652681327,-68.718278591251,154.444678591003
Red hake,Urophycis chuss,1996,Northeast US Fall,41.9450353849337,-69.2415610095524,121.843511226512
Red hake,Urophycis chuss,1996,Northeast US Spring,41.9779909346815,-68.5423247495162,163.344986010116
Red hake,Urophycis chuss,1997,Northeast US Fall,41.845048078366,-69.6143213851854,129.403500898461
Red hake,Urophycis chuss,1997,Northeast US Spring,41.5329465081104,-68.6786725320908,136.438379029908
Red hake,Urophycis chuss,1998,Northeast US Fall,42.0022769846618,-68.7894499866289,131.714437812362
Red hake,Urophycis chuss,1998,Northeast US Spring,42.2684481813206,-69.0374186344572,171.024414423179
Red hake,Urophycis chuss,1999,Northeast US Fall,41.9414649424707,-69.2379088074862,134.866742285622
Red hake,Urophycis chuss,1999,Northeast US Spring,42.0896625812143,-69.0845850254838,135.875019472278
Red hake,Urophycis chuss,2000,Northeast US Fall,42.0597907095416,-68.8969332782047,130.351224100521
Red hake,Urophycis chuss,2000,Northeast US Spring,42.23102191918,-68.5187043363854,162.236969289263
Red hake,Urophycis chuss,2001,Northeast US Fall,42.0208650023821,-69.0217439667378,140.422547141407
Red hake,Urophycis chuss,2001,Northeast US Spring,41.9310342613955,-69.5966780367906,151.632626912015
Red hake,Urophycis chuss,2002,Northeast US Fall,42.0135865512526,-69.1707464610803,132.267111978374
Red hake,Urophycis chuss,2002,Northeast US Spring,42.0484991809452,-68.6877499353124,153.664589012393
Red hake,Urophycis chuss,2003,Northeast US Fall,41.895170419634,-69.0208796934563,129.523151372815
Red hake,Urophycis chuss,2003,Northeast US Spring,42.1003773685892,-68.4235893140009,187.433232834894
Red hake,Urophycis chuss,2004,Northeast US Fall,41.8252961633245,-69.065110761571,136.229784239796
Red hake,Urophycis chuss,2004,Northeast US Spring,42.3116788060791,-68.8700522057152,168.52484739751
Red hake,Urophycis chuss,2005,Northeast US Fall,41.4276387534055,-69.1786684346637,111.606083071042
Red hake,Urophycis chuss,2005,Northeast US Spring,41.9427244596077,-68.4391179383537,174.683797552271
Red hake,Urophycis chuss,2006,Northeast US Fall,41.6860510737212,-68.6270963304993,122.200093002063
Red hake,Urophycis chuss,2006,Northeast US Spring,41.4007142387601,-69.819711665814,129.984758422775
Red hake,Urophycis chuss,2007,Northeast US Fall,41.9936329344954,-68.5736549624747,125.223712291573
Red hake,Urophycis chuss,2007,Northeast US Spring,41.7520279926812,-68.5282529722865,173.175694616598
Red hake,Urophycis chuss,2008,Northeast US Fall,41.6564570310609,-69.3544199876983,125.120232469843
Red hake,Urophycis chuss,2008,Northeast US Spring,42.2506004801048,-69.1714919833094,161.119696414378
Red hake,Urophycis chuss,2009,Northeast US Fall,41.7155948460525,-68.6134880569115,117.304619139656
Red hake,Urophycis chuss,2009,Northeast US Spring,41.6227979277678,-68.0284331781508,169.336177208308
Red hake,Urophycis chuss,2010,Northeast US Fall,41.3615303438197,-69.2994784421022,132.818393703011
Red hake,Urophycis chuss,2010,Northeast US Spring,41.9659625960752,-68.4592904062382,170.203509025163
Red hake,Urophycis chuss,2011,Northeast US Fall,41.8691483820567,-68.5951166003996,135.025632729866
Red hake,Urophycis chuss,2011,Northeast US Spring,41.6211980490284,-68.1094927351416,165.227622795073
Red hake,Urophycis chuss,2012,Northeast US Fall,41.8123120358949,-69.0201248378799,129.046353403023
Red hake,Urophycis chuss,2012,Northeast US Spring,41.651506929873,-68.9649274450738,162.941343364477
Red hake,Urophycis chuss,2013,Northeast US Fall,41.9913552333013,-68.5101260219565,140.247488638293
Red hake,Urophycis chuss,2013,Northeast US Spring,41.9941041542873,-67.905173037365,180.258652074165
Red hake,Urophycis chuss,2014,Northeast US Fall,42.1685446731047,-69.1286572594136,143.886586632942
Red hake,Urophycis chuss,2015,Northeast US Fall,42.2335539817642,-68.6695166302775,150.96791046159
Red hake,Urophycis chuss,2015,Northeast US Spring,42.2410793861957,-68.353586544187,182.288829662675
Red hake,Urophycis chuss,2016,Northeast US Fall,42.0531660971297,-68.8957503337555,145.698132526104
Red hake,Urophycis chuss,2016,Northeast US Spring,42.1988365992765,-68.7844738382106,163.35207881343
Red hake,Urophycis chuss,2017,Northeast US Spring,42.3852214200106,-68.5724236110217,176.346549832388
Red hake,Urophycis chuss,2019,Northeast US Fall,42.0531362916695,-68.9623203754475,132.414402005679
Red hake,Urophycis chuss,2019,Northeast US Spring,42.1713713266192,-68.7850583225152,166.674939000555
Red hake,Urophycis chuss,1976,Northeast US Spring,40.6662538437652,-70.9419568033304,100.277457908267
Red hake,Urophycis chuss,2018,Northeast US Spring,42.4204828319648,-68.3315274700502,189.113118801414
Black sea bass,Centropristis striata,1974,Northeast US Spring,38.0977869071832,-74.1903873930352,59.8823294341288
Black sea bass,Centropristis striata,1976,Northeast US Spring,37.9566214861859,-73.9953380025381,70.4040413139871
Black sea bass,Centropristis striata,1977,Northeast US Spring,37.2359495123259,-74.628684431071,72.0833076158023
Black sea bass,Centropristis striata,1978,Northeast US Spring,36.9054417865535,-74.8327873727366,74.3934479996289
Black sea bass,Centropristis striata,1979,Northeast US Spring,37.3202294682598,-74.5632724585822,78.9586251782734
Black sea bass,Centropristis striata,1980,Northeast US Spring,37.462499376421,-74.418250554134,76.7952818877569
Black sea bass,Centropristis striata,1981,Northeast US Spring,37.5474388292182,-74.1191360110828,91.9149273747165
Black sea bass,Centropristis striata,1982,Northeast US Spring,37.3363713752384,-74.4046960938551,110.805812286371
Black sea bass,Centropristis striata,1983,Northeast US Spring,38.7877602767357,-73.2976464721298,80.4584826535191
Black sea bass,Centropristis striata,1984,Northeast US Spring,36.8992097370214,-74.6584236297798,58.7647684764122
Black sea bass,Centropristis striata,1985,Northeast US Spring,37.8579958051021,-73.8045520804682,90.4297170751158
Black sea bass,Centropristis striata,1986,Northeast US Spring,39.5865959799425,-72.5455265301858,73.7138927625263
Black sea bass,Centropristis striata,1987,Northeast US Spring,38.3820065548359,-73.7479581047106,87.9900773556765
Black sea bass,Centropristis striata,1988,Northeast US Spring,37.5745117113392,-74.4441152910826,71.400404113106
Black sea bass,Centropristis striata,1989,Northeast US Spring,36.9594271173139,-74.6458103097023,75.6985497647213
Black sea bass,Centropristis striata,1989,Southeast US Fall,33.4139508001439,-78.9935158610047,8.6982006300815
Black sea bass,Centropristis striata,1989,Southeast US Spring,33.1849779960164,-79.3258711841039,8.29314653982091
Black sea bass,Centropristis striata,1989,Southeast US Summer,32.3431561696378,-79.259534212236,8.30370684944721
Black sea bass,Centropristis striata,1990,Northeast US Spring,37.6898816374689,-74.0676759366476,72.3768037209697
Black sea bass,Centropristis striata,1990,Southeast US Fall,33.8419337897437,-78.362042934446,8.78552783256525
Black sea bass,Centropristis striata,1990,Southeast US Spring,34.1955100265827,-77.7258629062006,8.50762976232571
Black sea bass,Centropristis striata,1990,Southeast US Summer,34.0133148346747,-78.0034846765002,8.46088311883452
Black sea bass,Centropristis striata,1991,Northeast US Spring,37.9532098593643,-74.4120315091534,53.3407741215366
Black sea bass,Centropristis striata,1991,Southeast US Fall,33.4485629006713,-78.8478921903464,8.36808355846867
Black sea bass,Centropristis striata,1991,Southeast US Spring,33.4876952083156,-78.8875732621236,8.25504727266398
Black sea bass,Centropristis striata,1991,Southeast US Summer,33.5870354647866,-78.7049526111066,8.14580954649586
Black sea bass,Centropristis striata,1992,Northeast US Spring,37.9808563622974,-74.1844006134917,72.209050179897
Black sea bass,Centropristis striata,1992,Southeast US Fall,33.3639247894568,-78.9041614768824,8.44967544182131
Black sea bass,Centropristis striata,1992,Southeast US Spring,33.3770596907069,-78.9416344889683,8.13545188935139
Black sea bass,Centropristis striata,1992,Southeast US Summer,33.5139659049482,-78.8347799144024,8.13241502958743
Black sea bass,Centropristis striata,1993,Northeast US Spring,37.9369373051286,-73.9849854129811,109.819615465104
Black sea bass,Centropristis striata,1993,Southeast US Fall,33.4512457869876,-78.9972579682818,8.43235532264988
Black sea bass,Centropristis striata,1993,Southeast US Spring,33.4241720319327,-78.9538052210456,8.16407863440535
Black sea bass,Centropristis striata,1993,Southeast US Summer,33.8406415526678,-78.1870338454775,8.15201655796022
Black sea bass,Centropristis striata,1994,Northeast US Spring,38.2253512983088,-73.5406317871188,113.573237077295
Black sea bass,Centropristis striata,1994,Southeast US Fall,34.1426360312268,-77.6023057769775,8.67512978820618
Black sea bass,Centropristis striata,1994,Southeast US Spring,33.5623366483834,-78.8087218759961,8.23783114879306
Black sea bass,Centropristis striata,1994,Southeast US Summer,33.6139163140537,-78.6910237983825,8.11311049549863
Black sea bass,Centropristis striata,1995,Northeast US Spring,38.5188497941242,-73.7272279110535,70.0442241685061
Black sea bass,Centropristis striata,1995,Southeast US Fall,33.5055098586678,-78.8866073613699,8.50098999855036
Black sea bass,Centropristis striata,1995,Southeast US Spring,33.5258719018383,-78.8702215412599,8.1791343336044
Black sea bass,Centropristis striata,1995,Southeast US Summer,33.8175137762555,-78.4319033746963,8.24530027055661
Black sea bass,Centropristis striata,1996,Northeast US Spring,37.6746386787552,-74.2312387961922,94.2712150337783
Black sea bass,Centropristis striata,1996,Southeast US Fall,33.7306918519114,-78.5143452396339,8.57696499123911
Black sea bass,Centropristis striata,1996,Southeast US Spring,33.06752,-79.20646,7.94
Black sea bass,Centropristis striata,1996,Southeast US Summer,33.9209096094234,-78.1516466357415,8.42970956320354
Black sea bass,Centropristis striata,1997,Northeast US Spring,38.8138938869687,-73.4476329751093,73.8616951398711
Black sea bass,Centropristis striata,1997,Southeast US Fall,33.651866985572,-78.6100540766221,8.66089891100742
Black sea bass,Centropristis striata,1997,Southeast US Spring,33.7868721840976,-78.4250349755996,8.306437536804
Black sea bass,Centropristis striata,1997,Southeast US Summer,33.4402896294252,-78.8312385386605,8.27483794899405
Black sea bass,Centropristis striata,1998,Northeast US Spring,38.4264979394717,-73.7411413369998,91.231260615616
Black sea bass,Centropristis striata,1998,Southeast US Fall,33.4805673759219,-78.9430111527742,8.44882916427206
Black sea bass,Centropristis striata,1998,Southeast US Spring,33.5660985888784,-78.7774656348487,8.26260161332242
Black sea bass,Centropristis striata,1998,Southeast US Summer,33.7446768197856,-78.5387496956824,8.33759476770972
Black sea bass,Centropristis striata,1999,Northeast US Spring,36.6692973982308,-74.7207591762955,44.1133234729461
Black sea bass,Centropristis striata,1999,Southeast US Fall,33.6301107085729,-78.5950394396151,8.51886583868194
Black sea bass,Centropristis striata,1999,Southeast US Spring,33.5258482546849,-78.8708932042547,8.18391771568663
Black sea bass,Centropristis striata,1999,Southeast US Summer,33.4908011518658,-78.6392886206364,8.11815315195447
Black sea bass,Centropristis striata,2000,Northeast US Spring,37.8508588787559,-74.3439376343218,54.9510437330337
Black sea bass,Centropristis striata,2000,Southeast US Fall,33.4949583953484,-78.892014706387,8.7564008474073
Black sea bass,Centropristis striata,2000,Southeast US Spring,33.8360190520223,-78.3626237410898,8.33098945735941
Black sea bass,Centropristis striata,2000,Southeast US Summer,33.6520517715925,-78.7409490659076,8.3068059781689
Black sea bass,Centropristis striata,2001,Northeast US Spring,38.8392265625279,-73.223457521519,85.7874860513262
Black sea bass,Centropristis striata,2001,Southeast US Fall,33.8050773398283,-78.1640465746043,8.39167939188815
Black sea bass,Centropristis striata,2001,Southeast US Spring,33.8044244000175,-78.5045053341325,8.32728183647996
Black sea bass,Centropristis striata,2001,Southeast US Summer,33.8929601635445,-78.1101715511918,8.24115048560266
Black sea bass,Centropristis striata,2002,Northeast US Spring,38.8569055299673,-73.3280247451494,74.8434159431139
Black sea bass,Centropristis striata,2002,Southeast US Fall,33.8122975661723,-78.2866970076505,8.41818129202886
Black sea bass,Centropristis striata,2002,Southeast US Spring,32.8579169566207,-79.1499781896042,8.03676002781562
Black sea bass,Centropristis striata,2002,Southeast US Summer,33.7960100188548,-78.362091502743,8.30214263426757
Black sea bass,Centropristis striata,2003,Northeast US Spring,38.410901410236,-73.6667304951359,81.060722644386
Black sea bass,Centropristis striata,2003,Southeast US Fall,33.1467986213836,-78.6618244400054,8.58466208859519
Black sea bass,Centropristis striata,2003,Southeast US Spring,33.5030474253976,-78.6931639469619,8.36005678542362
Black sea bass,Centropristis striata,2003,Southeast US Summer,32.617763158668,-78.9759486286247,7.9609319797734
Black sea bass,Centropristis striata,2004,Northeast US Spring,38.4957985259796,-73.4874648985674,105.001713535101
Black sea bass,Centropristis striata,2004,Southeast US Fall,33.2392792138344,-78.7340928392338,8.33240753324613
Black sea bass,Centropristis striata,2004,Southeast US Spring,31.8647176751386,-79.2182127907036,8.11693003970763
Black sea bass,Centropristis striata,2004,Southeast US Summer,33.7297537106032,-78.1351773521296,8.28240536883248
Black sea bass,Centropristis striata,2005,Northeast US Spring,38.5688117762583,-73.5985267206722,78.0108209280463
Black sea bass,Centropristis striata,2005,Southeast US Fall,33.7442391149864,-78.592018423846,8.71453228523787
Black sea bass,Centropristis striata,2005,Southeast US Spring,34.0252953803167,-77.9098486245874,8.36165360113737
